date,FRC,PNC,USB,JPM,BAC,C,RY,WFC,GS,MS,HSBC,JNJ,PFE,MRK,XOM,RDS,CVS,BP,AAPL,GOOG,MSFT,BABA,SP500
3/1/2000,,0.001616,-0.037543,0.029827,0.001359,-0.003619,-0.002933,0.049149,0.024324,0.068323,-0.022059,0.019097,-0.007782,-0.02067,0.009959,,0.007531,0.011952,0.136859,,0.016084,,0.009346
3/2/2000,,0.003226,-0.028369,-0.01753,-0.010974,-0.002421,-0.008824,-0.021622,0.015831,0.017442,0.003222,0.004259,0.003922,-0.0125,0.007395,,0.005814,0.006562,-0.063789,,0.028217,,0.001863
3/3/2000,,0.001608,0.018248,0.006982,-0.001387,0.037621,0.002967,0.022099,0.064935,0.034286,-0.023555,-0.002545,0.019531,-0.029536,-0.012235,,-0.014864,-0.009126,0.04918,,0.029451,,0.019837
3/6/2000,,-0.020867,0.017921,0.028505,0,-0.023392,0.001479,-0.007207,0.011585,0.02131,-0.019737,-0.040816,-0.028736,-0.017391,-0.036334,,-0.007544,-0.006579,-0.018066,,-0.057217,,-0.012695
3/7/2000,,-0.037705,-0.007042,-0.019476,-0.022222,-0.034731,-0.032496,-0.039927,0.011453,0.001546,-0.008949,-0.044326,-0.037475,-0.045354,0.11054,,0.094595,0.074172,-0.022377,,0.024828,,-0.025631
3/8/2000,,-0.001704,0,-0.023682,-0.008523,-0.007444,-0.018321,0.013233,-0.029797,-0.024691,0.036117,0.053803,0.063525,0.053302,-0.016975,,0.000772,0.045623,-0.007121,,0.028937,,0.008173
3/9/2000,,0.010239,-0.010638,0.015649,-0.012894,0.0075,-0.007776,-0.020522,0.05344,0.05538,0,0.023768,0.05395,0.075908,0.010204,,0.026985,-0.002358,0.002049,,0.046436,,0.025602
3/10/2000,,0.011824,0.032258,-0.030046,-0.004354,-0.027295,0.014107,-0.019048,0.04723,0.038981,0.039216,-0.024936,0.023766,-0.025562,-0.042735,,-0.040541,0.009456,0.02863,,0.01,,-0.004723
3/13/2000,,-0.008347,-0.024306,0.017474,0.007289,0.019133,0.018547,0.013592,-0.016704,-0.047619,-0.037736,-0.012346,-0.019643,-0.043022,-0.01461,,-0.000782,-0.033958,-0.035288,,-0.029703,,-0.008207
3/14/2000,,-0.005051,0.021352,-0.013271,-0.013025,-0.003755,0.00607,-0.022989,-0.050963,-0.031061,-0.019608,0.039286,-0.030965,-0.014254,0.018122,,0.038371,-0.008485,-0.058217,,-0.029337,,-0.017685
3/15/2000,,0.08291,0.10453,0.052215,0.076246,0.050251,0.019608,0.098039,-0.011337,-0.024238,0.022222,0.05756,0.06015,0.064516,0.006472,,0.012821,0.031785,0.017505,,0.002628,,0.02428
3/16/2000,,0.123438,0.091483,0.084211,0.073569,0.090909,0.050296,0.1,-0.002414,0.035256,0.019565,0.037368,0.035461,0.086729,0.025723,,0.002234,0.018957,0.045699,,0,,0.047639
3/17/2000,,-0.027816,-0.026012,0.009709,0.015228,0,-0.004225,0,0.127647,0.100619,-0.036247,-0.003132,-0.018836,-0.034615,-0.032915,,-0.009658,-0.044186,0.028278,,0.04194,,0.004114
3/20/2000,,-0.037196,-0.041543,-0.048764,-0.0075,-0.014254,-0.009901,-0.01461,-0.026288,-0.013361,0.024336,-0.003142,0.00349,-0.017928,-0.029173,,-0.004501,-0.020681,-0.016,,-0.020126,,-0.005353
3/21/2000,,0.05052,0.034056,0.068592,0.027708,0.03337,0,0.042834,0.042424,0.011404,0.014039,0.01182,0.02087,0.037525,0.028381,,0.036925,0.028571,0.097053,,0.055199,,0.025566
3/22/2000,,0.014144,0.002994,-0.010135,0.008578,0.00296,0.042857,0.011058,-0.009382,0.016385,0.01065,0.021028,-0.028961,0.00782,-0.026786,,-0.023256,-0.006039,0.06855,,0.004866,,0.004532
3/23/2000,,0.025105,0.014925,0.075768,0.053463,0.059297,0.017808,0.035937,0.015873,0.051135,0.006322,-0.023646,-0.010526,-0.024248,0.007506,,0.00744,0.001215,-0.019939,,0.083535,,0.017799
3/24/2000,,-0.013605,0.011765,-0.023477,0.008074,-0.018237,0.017497,-0.010558,0.019433,0.011214,0.026178,-0.109375,-0.010638,-0.017893,0.023179,,0.011817,-0.01699,-0.018576,,-0.001676,,7.20E-05
3/27/2000,,-0.037241,-0.026163,-0.015595,-0.009153,-0.008256,-0.010582,-0.012195,-0.076765,-0.060665,0.002041,-0.021053,-0.003584,-0.010121,-0.006472,,-0.012409,-0.032099,0.006309,,-0.068271,,-0.002357
3/28/2000,,0.015759,0.01194,-0.00462,-0.010393,0.015609,-0.013369,0.00463,0.011161,-0.022222,-0.00611,0.032258,0.008993,0.007157,-0.0057,,0.003695,-0.012755,-0.003135,,0.002402,,-0.010585
3/29/2000,,-0.004231,-0.017699,-0.041114,-0.029172,-0.004098,0.00813,-0.030722,0.008278,-0.014205,-0.005123,-0.013021,0.044563,0.043655,0.055692,,0.04271,0.040052,-0.022911,,0.027561,,0.000524
3/30/2000,,0,-0.009009,-0.037344,-0.02524,-0.020576,0.038978,-0.006339,-0.064039,-0.030079,-0.028836,-0.004398,-0.003413,-0.002918,-0.02405,,0.041667,0.032298,-0.074943,,-0.035569,,-0.013656
3/31/2000,,0.021246,0.060606,0.002155,0.034525,0.006303,-0.005175,0.039872,-0.015205,-0.015042,0.033934,-0.007067,0.001712,-0.030244,-0.008744,,0.002712,0.025271,0.08002,,0.027811,,0.007164
4/3/2000,,0.051318,0.068571,0.060932,0.058403,0.034447,0.009103,0.072086,0.002375,0.030166,-0.054359,0.02847,0.049573,0.074447,0.032879,,-0.001352,-0.011737,-0.018408,,-0.144706,,0.004931
4/4/2000,,-0.031662,-0.013369,-0.059676,-0.023649,-0.047427,0.015464,-0.010014,-0.06872,-0.079063,-0.013015,0.058824,0.042345,0.014045,0.024845,,-0.027082,0.001188,-0.045007,,-0.025447,,-0.007464
4/5/2000,,-0.009537,-0.01084,-0.001445,-0.00346,-0.007415,0.007614,-0.018786,-0.00827,0.014308,0.010989,0.013072,-0.034375,0.00831,-0.033333,,-0.025748,-0.022539,0.024055,,-0.0247,,-0.004924
4/6/2000,,0.004127,0.005479,0.012301,-0.010417,0.012807,-0.001259,-0.045655,0.087877,0.069749,0.008696,-0.033871,-0.006472,-0.039377,0.025078,,0.016429,0.008495,-0.039789,,-0.004342,,0.009392
4/7/2000,,-0.028767,-0.024523,-0.012152,-0.021053,-0.005269,-0.037831,-0.018519,-0.033019,-0.008791,-0.008621,-0.010851,0.011401,-0.000953,-0.026758,,-0.02811,-0.01444,0.052421,,0.03561,,0.009998
4/10/2000,,0.026798,0.002793,0.02026,0.009558,0.055085,0,-0.006289,0.044512,0.04952,-0.01087,0.02616,0.025765,0.013359,-0.016496,,-0.004338,-0.001221,-0.051233,,-0.033684,,-0.007841
4/11/2000,,0.027473,-0.005571,-0.024113,-0.008876,0.019076,0.032765,0.022152,-0.021016,-0.030282,0.016484,0.029605,0,0.014124,0.014377,,0.030501,0.020782,-0.0445,,-0.025418,,-0.002572
4/12/2000,,0.021658,0.044818,0.009448,0.042388,-0.002956,0.050761,0.040248,-0.078712,-0.071024,-0.005405,-0.015974,0.014129,-0.036212,0.007087,,0.003524,-0.001198,-0.085296,,-0.053651,,-0.022271
4/13/2000,,-0.009247,-0.02681,-0.026638,-0.032073,-0.01087,-0.003623,-0.005952,-0.013592,-0.053292,-0.008696,-0.00974,-0.018576,0.014451,0.000782,,-0.023174,-0.01199,0.041762,,-0.001575,,-0.018171
4/14/2000,,-0.045333,-0.060606,-0.066568,-0.054438,-0.072927,-0.064242,-0.070359,-0.131234,-0.102649,-0.026316,-0.038525,-0.042587,-0.034188,-0.015625,,-0.014378,-0.035194,-0.017024,,-0.064669,,-0.058278
4/17/2000,,-0.005587,-0.014663,-0.00317,0.007509,0.021552,0.001295,0.014493,0.057402,0.017528,0.015766,0.060529,0.001647,0.013766,-0.04127,,-0.032093,-0.033962,0.107263,,0.023609,,0.033084
4/18/2000,,0.015449,0.02381,0.023847,0.007453,0.048523,0.019405,0.036508,0.071429,0.098821,0.014412,0.048232,0.041118,0.028128,0.009106,,0.019593,0.002604,0.024218,,0.061779,,0.028663
4/19/2000,,-0.031812,-0.008721,-0.031056,-0.024661,-0.040241,-0.005189,-0.001531,-0.01672,-0.009901,-0.002186,0.009202,0.061611,0.041509,0.016407,,0.002217,0.014286,-0.04532,,-0.023274,,-0.009808
4/20/2000,,0.007143,0.002933,-0.008814,0.002528,0.027254,0.033419,0.026074,-0.035302,0,0.003286,-0.007599,-0.001488,0.012681,0.020178,,0.018437,0.019206,-0.018576,,0.003177,,0.004953
4/24/2000,,0.038298,0.026316,-0.033145,0.039092,0.009184,-0.004975,0.022422,-0.021816,0.035,0.002183,0.027565,0.037258,0.029517,0.011076,,-0.01231,0,0.01367,,-0.155978,,-0.003262
4/25/2000,,0.038251,0.031339,0.044314,0.037621,0.043478,0.0025,0.00731,0.117266,0.028986,0.009804,0.005216,-0.001437,0.007819,0.014085,,-0.005132,0.050251,0.064834,,0.041276,,0.033276
4/26/2000,,-0.022368,-0.016575,-0.020817,-0.031579,-0.031008,-0.018703,0,-0.026401,0.00939,-0.009709,-0.018532,0.001439,-0.007759,-0.010802,,0.017686,-0.004785,-0.054554,,-0.01982,,-0.011134
4/27/2000,,-0.033647,-0.036517,-0.033524,-0.009662,-0.01344,-0.017789,-0.023222,0.007275,-0.00155,-0.019608,0.003021,-0.017241,-0.006082,0.00702,,0.02462,0.019231,0.044822,,0.026654,,0.00269
4/28/2000,,-0.027855,-0.052478,-0.023689,-0.043902,-0.031504,-0.027167,-0.023774,-0.020355,-0.046584,0.016667,-0.006024,-0.01462,-0.027972,-0.03718,,-0.037456,-0.037736,-0.021203,,-0.000895,,-0.008526
5/1/2000,,0.007163,0.036923,0.02253,0.020408,0.012592,-0.003989,0.001522,0.040214,0.039088,0.003279,0.002273,-0.007418,-0.027878,0.004023,,0.01395,0.004902,0.002015,,0.052867,,0.010892
5/2/2000,,-0.021337,0,0.032203,-0.0075,0.013472,0.006676,0.006079,-0.041237,-0.050157,-0.013072,0.018141,0.025411,0.024977,0.003205,,0.034757,0.003659,-0.051785,,-0.048511,,-0.014957
5/3/2000,,-0.013081,0.011869,-0.024631,-0.012594,-0.01636,0.002653,-0.01432,-0.020161,-0.036304,-0.011038,-0.011136,-0.004373,-0.013538,-0.013578,,-0.022393,0.006075,-0.02386,,0.009839,,-0.021566
5/4/2000,,-0.017673,0,-0.013468,-0.020408,-0.024948,0.018519,-0.020031,-0.010288,-0.018836,-0.004464,-0.002252,0.007321,-0.016468,0.02996,,0.012169,0.009662,-0.038023,,-0.001771,,-0.003908
5/5/2000,,0,-0.014663,-0.014505,-0.009115,0.015991,0.015584,0.003145,-0.003465,-0.006981,-0.003363,0.011287,0.037791,0.030698,0.006289,,0.026874,0.039474,0.022021,,0.00976,,0.01636
5/8/2000,,0.035982,0.068452,-0.002597,0.013141,0.003148,0.01023,0.034483,-0.028512,0.009666,-0.012373,0.044643,0.035014,0.009025,0.005469,,0.011708,0.01496,-0.026519,,-0.018453,,-0.005905
5/9/2000,,-0.002894,-0.005571,-0.015625,0,-0.007322,0.016456,0.006061,-0.019327,-0.009574,0.007973,-0.008547,-0.019702,-0.013417,-0.012432,,-0.01838,-0.035147,-0.042565,,-0.028648,,-0.008447
5/10/2000,,-0.001451,0.033613,-0.029982,-0.035019,-0.048472,-0.026152,0.001506,-0.048905,-0.070299,-0.012429,-0.016523,-0.027663,-0.013599,0.025964,,0.008322,-0.007051,-0.058091,,-0.023963,,-0.0206
5/11/2000,,0.037791,-0.01355,0.018182,0.018817,0.044297,0.014066,0.022556,-0.006907,0.013233,0.009153,0.005844,-0.031294,0.003676,0.023037,,0.02751,0.04142,0.035242,,0.025496,,0.017902
5/12/2000,,0.014006,0.065934,0.023214,0.025396,0.021209,-0.003783,0.027941,0.035742,0.035681,0.012472,-0.006536,0.012115,-0.001832,-0.011115,,0.009538,-0.015625,0.046809,,0.013812,,0.009341
5/15/2000,,0,-0.023196,0.041885,0.042136,0.044652,0.025316,0.027182,0.039358,0.067327,0.007839,0.008772,0.0214,0.022018,0.019623,,-0.002818,0.015873,-0.061556,,0.008174,,0.022098
5/16/2000,,-0.008287,0,-0.005025,-0.018519,-0.018887,0.003704,-0.027855,-0.017947,0.016034,-0.004444,0.012319,0.011364,0.017953,-0.004484,,-0.011303,-0.020455,0.046411,,0.001802,,0.009419
5/17/2000,,-0.005571,0.023747,-0.006734,-0.007547,-0.010132,-0.00615,-0.015759,-0.009503,0.009967,-0.023438,-0.002863,0.009831,-0.014991,-0.022523,,-0.010491,-0.0031,-0.040804,,-0.026079,,-0.012442
5/18/2000,,0.022409,0.061856,0.018644,0.020279,0.008188,0.016089,0.005822,0.006642,-0.01727,-0.002286,0.016511,0.005563,0.001791,-0.00384,,-0.004791,0.017564,-0.006165,,-0.022161,,-0.007315
5/19/2000,,-0.034247,-0.048544,-0.034942,-0.01118,-0.010152,0.00609,-0.001447,-0.008065,-0.070293,-0.001145,0.006441,-0.016598,0.035746,0.008481,,0.026823,0.006904,-0.066998,,-0.016997,,-0.021055
5/22/2000,,0.036879,0.035714,-0.00431,0.01005,0.006154,-0.012107,0.017391,-0.030303,-0.027903,0.017202,-0.021127,-0.011252,-0.001726,0.019113,,0.008038,-0.006857,-0.043218,,-0.013449,,-0.004428
5/23/2000,,0.036936,-0.012315,0.012987,0.04602,0.01631,0.017157,-0.001425,0.009909,0.011111,-0.015784,0.001439,0.00569,0.020743,-0.003751,,-0.008638,-0.005754,-0.045865,,-0.015579,,-0.019176
5/24/2000,,0.025066,0.024938,-0.020513,0.067776,-0.015045,0,0.015692,-0.033962,0,0.0126,0.033764,0.001414,0.011008,-0.000753,,0.010724,-0.013889,0.02185,,0.037587,,0.018335
5/25/2000,,-0.030888,-0.021898,-0.019197,-0.014477,-0.045825,-0.001205,-0.014045,-0.0875,-0.062271,-0.0181,-0.006949,0.032486,0.000838,-0.018086,,-0.011273,-0.00939,-0.004811,,-0.061964,,-0.01253
5/26/2000,,0.02656,0.022388,0.003559,-0.012429,-0.005336,0.003619,0.011396,-0.043664,-0.004883,0.012673,-0.013296,-0.012312,-0.001674,0.011512,,-0.01945,-0.004739,-0.010206,,-0.001016,,-0.002533
5/30/2000,,0.029754,0.005937,0.042553,0.005721,0.035408,-0.00601,0.011268,0.031334,0.052012,0.013652,0.00922,-0.020776,0.005868,0.013657,,-0.000684,0.020238,0.013748,,0.031536,,0.032242
5/31/2000,,0.008794,0.014634,0.016156,0.018203,0.031088,0.01451,0.006964,0.021701,0.067164,-0.002245,0.006325,0.008487,-0.001133,-0.002246,,0.01232,0.01867,-0.040685,,-0.012821,,-0.001301
6/1/2000,,0.067248,0.014423,0.032636,0.024803,0.01809,0.01907,0.016598,0.038233,0.052448,0.015748,-0.020251,0.021038,-0.029313,-0.004501,,-0.015551,0.016037,0.061012,,0.031968,,0.019858
6/2/2000,,0.054842,0.033175,0.046191,0.073707,0.046397,0.035088,0.039456,0.13748,0.097176,0.027685,-0.036351,-0.037088,-0.048318,-0.045215,,-0.004808,0.010147,0.038569,,0.027106,,0.019637
6/5/2000,,-0.035398,-0.050459,-0.016266,-0.028689,0.00283,-0.022599,-0.054974,-0.027338,-0.005299,0.011853,-0.005917,-0.024251,0.003626,0.00217,,-0.00138,0.004464,-0.013504,,0.008483,,-0.006519
6/6/2000,,-0.026089,-0.038647,-0.029921,-0.042194,-0.024459,-0.016185,-0.004155,-0.016272,-0.028919,0.009585,0.001488,0.016082,0.005872,0.037212,,0.026952,0.017778,0.017112,,0.041121,,-0.006671
6/7/2000,,0.040918,0.025126,-0.001623,0.018722,0.021215,-0.003525,0.012517,0.042857,0.002351,0.003165,-0.005201,0.001439,0.013022,-0.014427,,-0.005384,-0.025109,0.039704,,0.012567,,0.009274
6/8/2000,,-0.016968,-0.026961,-0.008943,-0.018378,-0.025496,0.010613,-0.01511,-0.018745,-0.014855,-0.012618,0.01419,0.017241,-0.016844,-0.013097,,0.00203,0.006719,-0.018123,,-0.023936,,-0.006586
6/9/2000,,0,-0.04534,-0.037736,-0.013216,-0.007752,0.02217,-0.036262,-0.021308,0.006349,-0.003195,0.014728,0.017655,0.008115,-0.010929,,-0.006077,-0.005562,0.009888,,0,,-0.003229
6/12/2000,,0.013809,0.002639,-0.005115,0.008929,0,-0.006849,0.018813,0.000751,0.019716,0.013889,-0.015239,-0.00347,0.000894,0.019732,,0.009511,0.026846,-0.04765,,-0.028156,,-0.007516
6/13/2000,,-0.003405,-0.023684,-0.008997,-0.014381,0.020508,-0.011494,-0.005682,0.021755,0.031709,0.003161,0.039794,0.022284,0.050045,0.005418,,-0.012113,0.005447,0.036326,,0.014953,,0.01621
6/14/2000,,0.018223,-0.008086,0.038911,-0.006734,0.027751,-0.005814,0.014286,0.056535,0.023988,0.009454,0.019135,0.016349,-0.005106,0.017706,,0.016349,-0.006501,-0.042989,,0.038674,,0.000749
6/15/2000,,-0.042506,-0.059783,-0.051186,-0.061017,-0.03352,-0.02807,-0.053521,0.003475,-0.016837,-0.002081,0.008345,0.008043,-0.003422,-0.002269,,-0.007373,-0.030534,0.021424,,0.026596,,0.005569
6/16/2000,,-0.044393,-0.083815,-0.043421,-0.086643,-0.033719,-0.026474,-0.087798,-0.000693,-0.033507,-0.004171,-0.011724,0.019947,-0.024893,0.015163,,0.002026,0.031496,-0.012855,,0.002591,,-0.00965
6/19/2000,,0.00978,0.059937,0.031637,0.025033,0.020937,0.016069,0.050571,0.015939,0.040832,-0.004188,0.006978,-0.019557,0.014965,0.004481,,-0.014825,0.002181,0.05963,,0.015504,,0.014708
6/20/2000,,0.004843,0,0.022667,-0.002571,0.005859,0.006083,-0.02795,-0.028649,0.025167,0.004206,-0.018018,-0.021277,-0.018213,-0.009665,,-0.012312,-0.016322,0.047865,,0.016964,,-0.006763
6/21/2000,,0.007229,-0.041667,-0.022164,-0.030928,-0.021359,-0.006046,-0.020767,-0.026685,-0.01083,-0.028272,0.01482,0.019022,0.022085,0.008258,,0.01108,0.013274,0.098765,,0.076731,,0.002155
6/22/2000,,-0.013158,0.024845,-0.010667,0,-0.013889,-0.00365,0.039152,-0.027417,-0.028467,-0.018319,-0.014604,-0.024,-0.014693,-0.014892,,-0.018493,0.012009,-0.033708,,-0.01007,,-0.01822
