Date,World Equities,10-year US Treasuries,High Yield,Inflation Protection,Currency Protection,U.S. Equity,SP500 Total Return,S&P 500,International Equity,U.S. Treasury 20 years,Corporate Bond,Real Estate,Commodity,TIPS
2/1/00,0.003395919,0.0136,-0.014680816,-0.004620707,0.0120735,0.023765575,-0.019966032,-0.01893794,0.028541715,0.030678,0.005666106,-0.020461123,0.078944225,0.008979293
3/1/00,0.065738535,0.034752,2.79E-05,-0.005511172,-0.0132376,0.032454361,0.092802924,0.09783066,0.041238776,0.034984,0.012991831,0.035848295,-0.050421047,0.029240828
4/1/00,-0.044855673,-0.010026,-0.012583354,0.023348746,0.0385243,-0.027286619,-0.024338709,-0.03009164,-0.051686863,-0.007828,-0.015735643,0.083799998,0.012628422,0.013322746
5/1/00,-0.025951249,0.001771,0.019299237,-0.004296033,-0.0014798,-0.024910233,-0.01181298,-0.02052272,-0.024031847,-0.004246,0.000342112,-0.005667015,0.114208676,-0.002525033
6/1/00,0.03389549,0.022074,0.005377984,-0.009504168,-0.0171536,0.029459148,0.015038479,0.02465261,0.043454736,0.020999,0.022871634,0.050155717,0.056032082,0.012569832
7/1/00,-0.02937102,0.00464,0.009816086,0.00398069,0.0214872,-0.027498323,-0.020726943,-0.01557206,-0.038029772,0.018508,0.011555517,0.076567646,-0.067227005,0.00862069
8/1/00,0.031087337,0.016603,-0.008655763,-0.009167103,0.0084748,0.073563218,0.058915679,0.0621149,0.013265152,0.022423,0.012991105,-0.054656408,0.147673558,0.007435897
9/1/00,-0.054923811,-0.001323,-0.031840467,0.006498193,0.0108425,-0.056316916,-0.054918875,-0.05279578,-0.051608858,-0.013494,0.004437342,0.012027208,0.008018994,0.005175193
10/1/00,-0.019564741,0.008647,-0.038349929,0.003422548,0.0239911,-0.019060585,-0.00964716,-0.004233018,-0.027053187,0.017418,0.001856001,-0.029494531,-0.01191013,0.012069548
11/1/00,-0.06195188,0.025641,0.022750133,-0.011130117,-0.0011973,-0.090909091,-0.073419115,-0.07883507,-0.040076452,0.030494,0.010006115,0.020313826,0.052761922,0.014510883
12/1/00,0.016653373,0.030723,0.063318967,-0.019872199,-0.032463,0.012722646,0.004680302,0.004893941,0.035245912,0.026133,0.021973906,0.065939044,0.004478126,0.010850801
1/1/01,0.029043808,0.004164,0.015179543,0.016654086,0.0096382,0.042713568,0.041224692,0.03547875,0.004522179,0.002511,0.032167191,0.014273019,-0.018442594,0.020818086
2/1/01,-0.088192554,0.011636,-0.02001715,0.005252393,0.0147184,-0.098313253,-0.095235564,-0.09118954,-0.083441333,0.018639,0.007872825,-0.005577058,-0.045112246,0.016888393
3/1/01,-0.076268238,0.00275,-0.013562659,0.006807383,0.0444797,-0.082041689,-0.076006622,-0.06334967,-0.072481113,-0.007316,0.003094688,0.003715906,-0.051186682,0.009557383
4/1/01,0.097695144,-0.027449,0.017546778,0.033113623,-0.0161921,0.11411936,0.106145284,0.07770182,0.091288808,-0.031123,-0.000718252,0.027174535,0.071187102,0.005664623
5/1/01,-0.022181576,0.001373,-0.026343031,0.010509716,0.0129933,0.001829109,-0.002965103,0.006698912,-0.045019327,0.003703,0.009192486,0.026344146,-0.039318506,0.011882716
6/1/01,-0.022625331,0.002161,0.016255841,-0.003457325,0.0043341,-0.015910276,-0.018336124,-0.02433905,-0.031186766,0.005339,0.006039045,0.053529795,-0.075701535,-0.001296325
7/1/01,-0.01940238,0.030526,0.007874016,-0.013804613,-0.0101476,-0.018022794,-0.015761251,-0.009854027,-0.017360636,0.038935,0.022971812,-0.010638956,0.008641623,0.016721387
8/1/01,-0.05784409,0.015065,-0.06908326,-0.013713243,-0.0233984,-0.064777328,-0.066337987,-0.06259908,-0.047902571,0.0236,0.012445849,0.027960126,0.01048625,0.001351757
9/1/01,-0.089140934,0.022599,0.031984507,-0.016749292,0.0064261,-0.094083694,-0.082864247,-0.08076551,-0.094885161,0.004898,0.003760315,-0.040829842,-0.115337399,0.005849708
10/1/01,0.042723544,0.031821,0.035144588,-0.00811089,0.0125436,0.051608793,0.044974458,0.01905378,0.043176219,0.05198,0.023210089,-0.011561386,-0.062312317,0.02371011
11/1/01,0.034089747,-0.035211,-0.007856064,0.012924037,0.0001997,0.045743714,0.043617673,0.07671536,0.014860995,-0.051658,-0.010501727,0.031846725,-0.026098535,-0.022286963
12/1/01,0.019247951,-0.017354,0.005537252,0.005733023,0.0170821,0.02636153,0.017278931,0.008764059,0.020026596,-0.014911,-0.006191024,0.032466411,-0.022734274,-0.011620977
1/1/02,-0.03224948,0.004609,-0.013188689,0.001269806,0.0207585,-0.019192774,-0.021567228,-0.01459168,-0.052603308,0.011488,0.007979617,0.004302011,-0.006563125,0.005878806
2/1/02,0.015961697,0.012027,0.025251116,0.003108621,-0.0012815,0.008057554,0.010077463,-0.01929896,0.020079925,0.012538,-7.98E-05,0.027686732,0.039599689,0.015135621
3/1/02,0.027549841,-0.03679,0.016029392,0.030663634,-0.007921,0.020268341,0.013876412,0.03760268,0.045756439,-0.040447,-0.014463213,0.052474978,0.129864295,-0.006126366
4/1/02,-0.026206922,0.029382,-0.007660577,-0.002126152,-0.0256201,-0.040570789,-0.051523776,-0.06063596,0.006823936,0.040135,0.013762008,0.017288848,-0.019523093,0.027255848
5/1/02,-0.018962971,0.008136,-0.077386094,0.007769147,-0.0301384,-0.042578011,-0.040544518,-0.00737031,0.009289674,0.001533,0.013148542,0.005709408,-0.031508495,0.015905147
6/1/02,-0.059143325,0.021555,-0.038822738,-0.007393315,-0.0325856,-0.069448675,-0.067998247,-0.07114517,-0.038658712,0.018251,0.001143005,0.017073127,0.041084112,0.014161685
7/1/02,-0.099316674,0.03077,0.024958909,-0.014209759,0.0135101,-0.084451718,-0.08551562,-0.07795156,-0.125631597,0.030021,0.00295088,-0.055106692,-0.014749815,0.016560241
8/1/02,0.027074202,0.030178,-0.015560967,0.005578195,-0.0061958,0.033607437,0.037066287,0.006548434,0.015962139,0.045547,0.022644562,0.01655652,0.076937939,0.035756195
9/1/02,-0.084880627,0.04689,-0.00841629,-0.021631753,0.0059858,-0.068834313,-0.073009531,-0.1086794,-0.094506999,0.041489,0.014606919,-0.040861978,0.053017501,0.025258247
10/1/02,0.058075368,-0.020221,0.062547534,-0.006495069,-0.0033159,0.05794948,0.064102858,0.08801574,0.048097541,-0.028103,-0.010829074,-0.03643501,-0.055148857,-0.026716069
11/1/02,0.044218119,-0.021163,0.014544622,0.020495131,-0.0008206,0.041783708,0.039016578,0.05885971,0.046399397,-0.011966,0.018308364,0.046294074,0.011229158,-0.000667869
12/1/02,-0.046046496,0.035968,0.03002681,-0.002351747,-0.0278584,-0.054937647,-0.056956142,-0.05874766,-0.029936648,0.044021,0.029001124,0.002179468,0.072413416,0.033616253
1/1/03,-0.020390342,-0.008285,0.013452423,0.015785323,-0.0194346,-0.021398003,-0.020924795,-0.02619655,-0.02405701,-0.004343,0.003740068,-0.03217581,0.08142117,0.007500323
2/1/03,-0.02602141,0.02623,0.02638551,0.011249143,-0.0093591,-0.02696793,-0.027686284,-0.01500376,-0.024631178,0.030871,0.023196823,0.022601691,0.099801853,0.037479143
3/1/03,0.006350106,-0.005652,0.058130959,-0.010554854,-0.0081158,0.029213483,0.029733423,0.009750791,-0.019107539,-0.011278,-0.000922143,0.039012857,-0.139182695,-0.016206854
4/1/03,0.080187369,-0.000069,0.011450477,-0.002508968,-0.0171832,0.069868996,0.068830164,0.08236987,0.093187491,0.009585,0.01912094,0.033466697,-0.039818732,-0.002577968
5/1/03,0.065952857,0.042457,0.028006793,0.004948913,-0.0348946,0.065306122,0.056989763,0.05268299,0.075782162,0.057641,0.027695845,0.059739716,0.119641308,0.047405913
6/1/03,0.014119851,-0.009082,-0.013550071,-0.001089532,0.0052135,0.018199234,0.01741864,0.01275184,0.00653806,-0.01402,-0.000285817,0.02940562,-0.017772515,-0.010171532
7/1/03,0.010177073,-0.066819,0.012765441,0.02066796,0.0249324,0.005957981,-0.000975708,0.01763163,0.019391228,-0.093603,-0.039190542,0.036524296,0.041773935,-0.04615104
8/1/03,0.037640517,0.004672,0.02715008,0.013240922,-0.0005678,0.034912718,0.030051861,0.01949592,0.044851243,0.009902,0.006584979,0.011604648,0.003567051,0.017912922
9/1/03,0.020598524,0.046768,0.020740015,-0.013701868,-0.0447058,0.010542169,0.011573957,-0.01062375,0.035317357,0.058097,0.035869234,0.04056097,-0.038174391,0.033066132
10/1/03,0.044634084,-0.024426,0.013804768,0.029881868,-0.0102985,0.047988077,0.041563822,0.05656997,0.042672923,-0.029366,-0.014422747,0.026346878,0.006929574,0.005455868
11/1/03,0.023465158,0.001662,0.023739207,-0.001059082,-0.0207339,0.016496018,0.012196841,0.008792537,0.037817825,0.003887,0.004976346,0.044194863,0.042883777,0.000602918
12/1/03,0.049907044,0.010314,0.016141819,-0.000130823,-0.0281985,0.033016228,0.040677946,0.05244458,0.061600194,0.016052,0.015973696,0.021417816,0.057437917,0.010183177
1/1/04,0.02017277,0.012969,-0.00110526,-0.001516569,0.0086843,0.025189599,0.022089834,0.0183551,0.017140973,0.015763,0.009499561,0.056922293,0.028904953,0.011452431
2/1/04,0.027434179,0.017485,0.006682288,0.005632297,0.0077967,0.022192867,0.019960213,0.01389415,0.034869667,0.023563,0.012973323,0.021016911,0.064472806,0.023117297
3/1/04,-0.008389441,0.014356,-0.006594828,0.001667978,-0.0104376,-0.014990954,-0.019348336,-0.01508656,0.003560999,0.013929,0.006926965,0.052105454,-0.014573699,0.016023978
4/1/04,-0.025897608,-0.0491,-0.015728728,0.000538135,0.0400781,-0.018367882,-0.011874817,-0.01568505,-0.035550413,-0.059584,-0.027603655,-0.147349219,0.06710567,-0.048561865
5/1/04,0.001882204,-0.006668,0.014547378,0.024675274,-0.0122816,0.005880781,0.004947397,0.0137145,0.00085872,-0.0041,-0.010032586,0.043553131,0.075399821,0.018007274
6/1/04,0.015745158,0.01011,0.013469769,-0.009641424,-0.0043272,0.009566835,0.008468752,0.01944495,0.026568141,0.013616,0.010141271,0.041617231,-0.064830261,0.000468576
7/1/04,-0.024537126,0.012083,0.01817831,-0.002774412,0.0054565,-0.023427218,-0.018683972,-0.03309648,-0.030655128,0.014664,0.00955005,0.015536625,0.04353411,0.009308588
8/1/04,0.009306164,0.032191,0.013916668,-0.005392856,-0.011562,0.002425876,0.001434285,0.004091063,0.012391742,0.039549,0.02333262,0.059334926,-0.007370934,0.026798144
9/1/04,0.030569489,0.002804,0.019290668,-0.000826822,-0.0184191,0.028771175,0.024294145,0.01083072,0.03454543,0.008695,0.002173088,0.021817179,0.100869612,0.001977178
10/1/04,0.012982414,0.011145,0.010389716,-0.00116586,-0.0302203,0.001568217,0.000367527,0.01527734,0.028238234,0.015813,0.00978384,0.040304747,0.012562742,0.00997914
11/1/04,0.063066579,-0.017663,0.015081557,0.015262643,-0.032912,0.061325678,0.056064595,0.04355367,0.067574546,-0.022469,-0.007600109,0.054645789,-0.070956315,-0.002400357
12/1/04,0.021748219,0.013398,-0.00101301,0.004060452,-0.0052595,0.010818785,0.01021692,0.03409724,0.031212152,0.024136,0.014980747,0.015122018,-0.075005838,0.017458452
1/1/05,-0.010237205,0.009351,0.01429594,-0.009296004,0.0274441,-0.009486743,-0.009619044,-0.02437478,-0.012256383,0.028471,0.007781275,-0.061148322,0.074194752,5.50E-05
2/1/05,0.032872016,-0.013112,-0.027326368,0.008877508,-0.0105945,0.020628684,0.019801411,0.02104643,0.04142734,-0.014668,-0.006327272,0.026126047,0.075081005,-0.004234492
3/1/05,-0.025680326,-0.004518,-0.010721699,0.005401636,0.0117252,-0.028873917,-0.029586846,-0.01766004,-0.020340526,-0.004377,-0.008712361,-0.030663292,0.100334449,0.000883636
4/1/05,-0.017632412,0.026104,0.017906981,-0.007012238,0.0077401,-0.011149653,-0.008017837,-0.01896565,-0.026936042,0.035333,0.012232123,0.046928859,-0.100174208,0.019091762
5/1/05,0.024316047,0.018363,0.019032942,-0.011486613,0.0269793,0.042094713,0.036716769,0.03181856,0.009170277,0.03217,0.017836489,0.05053142,0.021909079,0.006876387
6/1/05,0.003198865,0.009046,0.015692205,-0.004797775,0.0086453,0.002163982,-0.005168476,0.001423312,0.006272831,0.017606,-0.002808288,0.042894726,0.046888772,0.004248225
7/1/05,0.041306236,-0.021346,0.003615902,0.000355371,0.0030559,0.039347409,0.035355087,0.03718822,0.043437775,-0.031633,-0.007231492,0.056013152,0.042746099,-0.020990629
8/1/05,0.014657942,0.020806,-0.010018689,0.002275551,-0.0203237,-0.00900277,-0.009043228,-0.009117073,0.041842019,0.032788,0.018244925,-0.036292127,0.15690392,0.023081551
9/1/05,0.017290335,-0.018281,-0.007278672,0.016890997,0.0062064,0.006522246,0.005335521,0.008111052,0.020982259,-0.033298,-0.018467899,-0.003917619,-0.026235999,-0.001390003
10/1/05,-0.022516501,-0.011898,0.004822678,-0.000897118,0.01309,-0.021291368,-0.018447543,-0.01667077,-0.022586107,-0.019975,-0.008767004,-0.049743926,-0.102394456,-0.012795118
11/1/05,0.045912101,0.006295,0.009150327,-0.004559642,0.0105709,0.056751005,0.054148558,0.03796451,0.030303087,0.007972,0.004990747,0.077509604,-0.012242052,0.001735358
12/1/05,0.015477548,0.011198,0.015853376,0.00109087,-0.0041658,-0.011635713,-0.011668953,0.000355824,0.039816849,0.027379,0.011171782,-0.014034109,0.005606004,0.01228887
1/1/06,0.049623184,-0.004563,0.006318514,0.004456042,-0.0219136,0.036902875,0.028502115,0.02650197,0.061863306,-0.011112,-0.003809754,0.073696123,0.02377202,-0.000106958
2/1/06,0.003275396,0.000153,0.006241017,-0.000580876,0.0068486,0.007860262,0.009275502,0.002748911,-0.00151938,0.008721,0.003934685,0.017324514,-0.078213956,-0.000427876
3/1/06,0.022922606,-0.019782,0.006427846,-0.002156038,0.0053951,0.0097487,0.006204662,0.01244756,0.040430947,-0.040187,-0.011326484,0.023981208,0.051538205,-0.021938038
4/1/06,0.028137612,-0.008795,-0.00061627,0.007919679,-0.0392198,0.006650933,0.006911713,0.01342777,0.044510026,-0.024514,-0.006161753,-0.025068107,0.077551152,-0.000875321
5/1/06,-0.033328983,-0.001047,-0.003793329,0.004003798,-0.0161387,-0.015771526,-0.012727645,-0.02874766,-0.040916122,-0.001525,0.002380346,0.003844078,-0.033597284,0.002956798
6/1/06,-5.19E-05,0.003077,0.010654262,-0.000238107,0.0102683,-0.003681247,-0.002954158,0.001355647,0.0012742,0.01062,0.000370943,0.042978521,0.020532569,0.002838893
7/1/06,-0.006483026,0.016418,0.016184113,-0.000140576,0.0031396,-0.014344708,-0.006278154,0.006168562,-0.002936444,0.021198,0.0152516,0.013062661,0.01854014,0.016277424
8/1/06,0.038213218,0.021575,0.013150205,-0.004272664,-0.0042193,0.034399118,0.034109081,0.02379311,0.040795115,0.028996,0.018793133,0.032449257,-0.086538698,0.017302336
9/1/06,0.008844728,0.011343,0.014601961,-0.009710648,0.0088435,0.012577276,0.016692209,0.02577161,0.002307238,0.017554,0.011579802,0.024076535,-0.110175383,0.001632352
10/1/06,0.034449925,0.007074,0.015973135,-0.008756263,-0.0051368,0.031789474,0.028585785,0.03263943,0.035637267,0.00811,0.010326984,0.055171589,-0.006890798,-0.001682263
11/1/06,0.028922247,0.013674,0.011000157,-0.001299066,-0.0151272,0.028565599,0.023559933,0.0190187,0.02650715,0.020207,0.013540411,0.051649227,0.051636485,0.012374934
12/1/06,0.023812605,-0.015746,0.010742086,-0.007609007,0.0147196,0.014481254,0.016873582,0.01407355,0.029393406,-0.02417,-0.011543946,-0.009938028,-0.068822356,-0.023355007
1/1/07,0.019891849,-0.0036,0.013930961,0.004931487,0.0134938,0.025029331,0.020804881,0.01512317,0.019393588,-0.007534,0.000166078,0.082742128,-0.033485078,0.001331487
2/1/07,-0.020942559,0.019999,0.00232931,0.001329653,-0.0136459,-0.024227394,-0.027530004,-0.01955744,-0.014013636,0.028796,0.02080651,-0.041229715,0.054589288,0.021328653
3/1/07,0.029765126,-0.002247,0.013236111,0.004642584,-0.0106092,0.016617791,0.016440853,0.01143719,0.038183064,-0.01211,-0.004149806,-0.008704066,0.030481226,0.002395584
4/1/07,0.041127616,0.006799,0.007113298,0.000266669,-0.0201161,0.039423077,0.044346948,0.04446285,0.03866256,0.008095,0.006285084,-0.014385613,-0.008350582,0.007065669
