caldt,sprtrn
2001/11/19,0.010899
2001/11/20,-0.007298
2001/11/21,-0.004927
2001/11/23,0.011706
2001/11/26,0.006155
2001/11/27,-0.006843
2001/11/28,-0.018251
2001/11/29,0.010350
2001/11/30,-0.000658
2001/12/03,-0.008381
2001/12/04,0.013187
2001/12/05,0.022318
2001/12/06,-0.002777
2001/12/07,-0.007531
2001/12/10,-0.015868
2001/12/11,-0.002781
2001/12/12,0.000273
2001/12/13,-0.015558
2001/12/14,0.003314
2001/12/17,0.010035
2001/12/18,0.007546
2001/12/19,0.005810
2001/12/20,-0.008377
2001/12/21,0.004351
2001/12/24,-0.000210
2001/12/26,0.004124
2001/12/27,0.006752
2001/12/28,0.003362
2001/12/31,-0.011145
2002/01/02,0.005740
2002/01/03,0.009180
2002/01/04,0.006213
2002/01/07,-0.006499
2002/01/08,-0.003588
2002/01/09,-0.004799
2002/01/10,0.001221
2002/01/11,-0.009468
2002/01/14,-0.006276
2002/01/15,0.006834
2002/01/16,-0.016245
2002/01/17,0.010030
2002/01/18,-0.009922
2002/01/22,-0.007334
2002/01/23,0.007925
2002/01/24,0.003519
2002/01/25,0.000998
2002/01/28,-0.000194
2002/01/29,-0.028613
2002/01/30,0.011748
2002/01/31,0.014934
2002/02/01,-0.007078
2002/02/04,-0.024737
2002/02/05,-0.004039
2002/02/06,-0.005972
2002/02/07,-0.003083
2002/02/08,0.014859
2002/02/11,0.014340
2002/02/12,-0.003993
2002/02/13,0.009941
2002/02/14,-0.001815
2002/02/15,-0.011017
2002/02/19,-0.018874
2002/02/20,0.013514
2002/02/21,-0.015510
2002/02/22,0.008224
2002/02/25,0.017975
2002/02/26,-0.000045
2002/02/27,0.000460
2002/02/28,-0.002847
2002/03/01,0.022634
2002/03/04,0.019491
2002/03/05,-0.006673
2002/03/06,0.014510
2002/03/07,-0.004498
2002/03/08,0.005849
2002/03/11,0.003393
2002/03/12,-0.002294
2002/03/13,-0.009858
2002/03/14,-0.000910
2002/03/15,0.011379
2002/03/18,-0.000523
2002/03/19,0.004067
2002/03/20,-0.015757
2002/03/21,0.001511
2002/03/22,-0.004239
2002/03/25,-0.014651
2002/03/26,0.005849
2002/03/27,0.005349
2002/03/28,0.002455
2002/04/01,-0.000741
2002/04/02,-0.008530
2002/04/03,-0.009993
2002/04/04,0.000835
2002/04/05,-0.003205
2002/04/08,0.002280
2002/04/09,-0.006656
2002/04/10,0.011335
2002/04/11,-0.023689
2002/04/12,0.006632
2002/04/15,-0.007615
2002/04/16,0.023418
2002/04/17,-0.002038
2002/04/18,-0.001421
2002/04/19,0.000623
2002/04/22,-0.015411
2002/04/23,-0.006201
2002/04/24,-0.007103
2002/04/25,-0.001519
2002/04/26,-0.013889
2002/04/29,-0.010099
2002/04/30,0.010765
2002/05/01,0.008859
2002/05/02,-0.001749
2002/05/03,-0.010262
2002/05/06,-0.019340
2002/05/07,-0.003021
2002/05/08,0.037504
2002/05/09,-0.014547
2002/05/10,-0.016794
2002/05/13,0.018550
2002/05/14,0.021144
2002/05/15,-0.005659
2002/05/16,0.006562
2002/05/17,0.007612
2002/05/20,-0.013293
2002/05/21,-0.010990
2002/05/22,0.005686
2002/05/23,0.010184
2002/05/24,-0.012087
2002/05/28,-0.008553
2002/05/29,-0.006412
2002/05/30,-0.002810
2002/05/31,0.002329
2002/06/03,-0.024795
2002/06/04,0.000010
2002/06/05,0.008850
2002/06/06,-0.019764
2002/06/07,-0.001574
2002/06/10,0.003124
2002/06/11,-0.016629
2002/06/12,0.006571
2002/06/13,-0.010488
2002/06/14,-0.002268
2002/06/17,0.028691
2002/06/18,0.000936
2002/06/19,-0.016536
2002/06/20,-0.013432
2002/06/21,-0.017043
2002/06/24,0.003619
2002/06/25,-0.016702
2002/06/26,-0.002674
2002/06/27,0.017575
2002/06/28,-0.000838
2002/07/01,-0.021378
2002/07/02,-0.021225
2002/07/03,0.006223
2002/07/05,0.036730
2002/07/08,-0.012184
2002/07/09,-0.024719
2002/07/10,-0.033962
2002/07/11,0.007496
2002/07/12,-0.006448
2002/07/15,-0.003755
2002/07/16,-0.018389
2002/07/17,0.005538
2002/07/18,-0.027019
2002/07/19,-0.038341
2002/07/22,-0.032922
2002/07/23,-0.027017
2002/07/24,0.057315
2002/07/25,-0.005620
2002/07/26,0.016884
2002/07/29,0.054078
2002/07/30,0.004249
2002/07/31,0.009792
2002/08/01,-0.029574
2002/08/02,-0.023082
2002/08/05,-0.034296
2002/08/06,0.029919
2002/08/07,0.020010
2002/08/08,0.032722
2002/08/09,0.003512
2002/08/12,-0.005327
2002/08/13,-0.021675
2002/08/14,0.040047
2002/08/15,0.011559
2002/08/16,-0.001591
2002/08/19,0.023633
2002/08/20,-0.013979
2002/08/21,0.012726
2002/08/22,0.014052
2002/08/23,-0.022686
2002/08/26,0.007536
2002/08/27,-0.013851
2002/08/28,-0.018132
2002/08/29,-0.000076
2002/08/30,-0.001885
2002/09/03,-0.041536
2002/09/04,0.017517
2002/09/05,-0.015950
2002/09/06,0.016800
2002/09/09,0.010113
2002/09/10,0.007331
2002/09/11,-0.000143
2002/09/12,-0.024784
2002/09/13,0.003270
2002/09/16,0.001450
2002/09/17,-0.019728
2002/09/18,-0.004648
2002/09/19,-0.030065
2002/09/20,0.002455
2002/09/23,-0.013828
2002/09/24,-0.017284
2002/09/25,0.024863
2002/09/26,0.018210
2002/09/27,-0.032259
2002/09/30,-0.014600
2002/10/01,0.040010
2002/10/02,-0.023587
2002/10/03,-0.010822
2002/10/04,-0.022431
2002/10/07,-0.019111
2002/10/08,0.016898
2002/10/09,-0.027287
2002/10/10,0.034966
2002/10/11,0.039059
2002/10/14,0.007327
2002/10/15,0.047336
2002/10/16,-0.024113
2002/10/17,0.022302
2002/10/18,0.005903
2002/10/21,0.017334
2002/10/22,-0.010626
2002/10/23,0.006718
2002/10/24,-0.015221
2002/10/25,0.017167
2002/10/28,-0.008266
2002/10/29,-0.009076
2002/10/30,0.009704
2002/10/31,-0.005557
2002/11/01,0.017160
2002/11/04,0.008191
2002/11/05,0.007761
2002/11/06,0.009144
2002/11/07,-0.022852
2002/11/08,-0.008763
2002/11/11,-0.020732
2002/11/12,0.007715
2002/11/13,-0.000476
2002/11/14,0.024634
2002/11/15,0.006149
2002/11/18,-0.010409
2002/11/19,-0.004021
2002/11/20,0.019415
2002/11/21,0.021452
2002/11/22,-0.003438
2002/11/25,0.002504
2002/11/26,-0.020978
2002/11/27,0.027986
2002/11/29,-0.002727
2002/12/02,-0.001901
2002/12/03,-0.014745
2002/12/04,-0.003454
2002/12/05,-0.012010
2002/12/06,0.006266
2002/12/09,-0.022176
2002/12/10,0.013957
2002/12/11,0.000564
2002/12/12,-0.003724
2002/12/13,-0.013432
2002/12/16,0.023519
2002/12/17,-0.008139
2002/12/18,-0.013145
2002/12/19,-0.007709
2002/12/20,0.013005
2002/12/23,0.001820
2002/12/24,-0.005471
2002/12/26,-0.003149
2002/12/27,-0.016029
2002/12/30,0.004558
2002/12/31,0.000489
2003/01/02,0.033200
2003/01/03,-0.000484
2003/01/06,0.022474
2003/01/07,-0.006545
2003/01/08,-0.014086
2003/01/09,0.019397
2003/01/10,-0.000011
2003/01/13,-0.001412
2003/01/14,0.005830
2003/01/15,-0.014426
2003/01/16,-0.003942
2003/01/17,-0.014017
2003/01/21,-0.015702
2003/01/22,-0.010432
2003/01/23,0.010224
2003/01/24,-0.029233
2003/01/27,-0.016160
2003/01/28,0.013050
2003/01/29,0.006779
2003/01/30,-0.022849
2003/01/31,0.013130
2003/02/03,0.005399
2003/02/04,-0.014088
2003/02/05,-0.005435
2003/02/06,-0.006449
2003/02/07,-0.010094
2003/02/10,0.007569
2003/02/11,-0.008098
2003/02/12,-0.012687
2003/02/13,-0.001600
2003/02/14,0.021435
2003/02/18,0.019500
2003/02/19,-0.007096
2003/02/20,-0.009501
2003/02/21,0.013224
2003/02/24,-0.018381
2003/02/25,0.007195
2003/02/26,-0.013141
2003/02/27,0.011758
2003/02/28,0.004622
2003/03/03,-0.007537
2003/03/04,-0.015357
2003/03/05,0.009562
2003/03/06,-0.009339
2003/03/07,0.008259
2003/03/10,-0.025830
2003/03/11,-0.008359
2003/03/12,0.004321
2003/03/13,0.034457
2003/03/14,0.001647
2003/03/17,0.035427
2003/03/18,0.004242
2003/03/19,0.008737
2003/03/20,0.001888
2003/03/21,0.022977
2003/03/24,-0.035231
2003/03/25,0.012161
2003/03/26,-0.005476
2003/03/27,-0.001644
2003/03/28,-0.005780
2003/03/31,-0.017742
2003/04/01,0.012144
2003/04/02,0.026116
2003/04/03,-0.005052
2003/04/04,0.002738
2003/04/07,0.001229
2003/04/08,-0.001864
2003/04/09,-0.014004
2003/04/10,0.006455
2003/04/11,-0.003763
2003/04/14,0.019498
2003/04/15,0.006303
2003/04/16,-0.012236
2003/04/17,0.015536
2003/04/21,-0.001757
2003/04/22,0.021704
2003/04/23,0.008394
2003/04/24,-0.008259
2003/04/25,-0.013846
2003/04/28,0.017835
2003/04/29,0.003279
2003/04/30,-0.001002
2003/05/01,-0.000676
2003/05/02,0.015039
2003/05/05,-0.003795
2003/05/06,0.008461
2003/05/07,-0.005105
2003/05/08,-0.010058
2003/05/09,0.014278
2003/05/12,0.012535
2003/05/13,-0.002973
2003/05/14,-0.003205
2003/05/15,0.007868
2003/05/16,-0.002504
2003/05/19,-0.024918
2003/05/20,-0.001129
2003/05/21,0.004012
2003/05/22,0.009151
2003/05/23,0.001449
2003/05/27,0.019567
2003/05/28,0.001829
2003/05/29,-0.003756
2003/05/30,0.014690
2003/06/02,0.003539
2003/06/03,0.004716
2003/06/04,0.015110
2003/06/05,0.003954
2003/06/06,-0.002404
2003/06/09,-0.011977
2003/06/10,0.009130
2003/06/11,0.012835
2003/06/12,0.001033
2003/06/13,-0.009915
2003/06/16,0.022385
2003/06/17,0.000910
2003/06/18,-0.001552
2003/06/19,-0.015236
2003/06/20,0.000995
2003/06/23,-0.014111
2003/06/24,0.001834
2003/06/25,-0.008267
2003/06/26,0.010776
2003/06/27,-0.009738
2003/06/30,-0.001762
2003/07/01,0.008025
2003/07/02,0.011646
2003/07/03,-0.008111
2003/07/07,0.018992
2003/07/08,0.003405
2003/07/09,-0.005586
2003/07/10,-0.013480
2003/07/11,0.009548
2003/07/14,0.005731
2003/07/15,-0.003427
2003/07/16,-0.006417
2003/07/17,-0.012344
2003/07/18,0.011806
2003/07/21,-0.014618
2003/07/22,0.009512
2003/07/23,0.000506
2003/07/24,-0.007091
2003/07/25,0.017400
2003/07/28,-0.002163
2003/07/29,-0.007265
2003/07/30,-0.001809
2003/07/31,0.002856
2003/08/01,-0.010259
2003/08/04,0.002724
2003/08/05,-0.017663
2003/08/06,0.001678
2003/08/07,0.007280
2003/08/08,0.003562
2003/08/11,0.003069
2003/08/12,0.009953
2003/08/13,-0.006382
2003/08/14,0.006585
2003/08/15,0.000162
2003/08/18,0.009155
2003/08/19,0.002611
2003/08/20,-0.002045
2003/08/21,0.002969
2003/08/22,-0.010177
2003/08/25,0.000655
2003/08/26,0.003039
2003/08/27,0.000060
2003/08/28,0.006069
2003/08/29,0.005155
2003/09/02,0.013869
2003/09/03,0.004188
2003/09/04,0.001656
2003/09/05,-0.006401
2003/09/08,0.010035
2003/09/09,-0.008210
2003/09/10,-0.011973
2003/09/11,0.005441
2003/09/12,0.002174
2003/09/15,-0.003750
2003/09/16,0.014298
2003/09/17,-0.003255
2003/09/18,0.013266
2003/09/19,-0.003155
2003/09/22,-0.013008
2003/09/23,0.006071
2003/09/24,-0.019096
2003/09/25,-0.006053
2003/09/26,-0.006399
2003/09/29,0.009761
2003/09/30,-0.010541
2003/10/01,0.022340
2003/10/02,0.001984
2003/10/03,0.009419
2003/10/06,0.004370
2003/10/07,0.004737
2003/10/08,-0.005263
2003/10/09,0.004788
2003/10/10,-0.000645
2003/10/13,0.007023
2003/10/14,0.003951
2003/10/15,-0.002592
2003/10/16,0.003162
2003/10/17,-0.010237
2003/10/20,0.005157
2003/10/21,0.001292
2003/10/22,-0.014980
2003/10/23,0.003310
2003/10/24,-0.004701
2003/10/27,0.002158
2003/10/28,0.015187
2003/10/29,0.001261
2003/10/30,-0.001116
2003/10/31,0.003601
2003/11/03,0.007909
2003/11/04,-0.005448
2003/11/05,-0.001367
2003/11/06,0.005933
2003/11/07,-0.004574
2003/11/10,-0.005792
2003/11/11,-0.000516
2003/11/12,0.011456
2003/11/13,-0.000142
2003/11/14,-0.007615
2003/11/17,-0.006398
2003/11/18,-0.009084
2003/11/19,0.008016
2003/11/20,-0.008432
2003/11/21,0.001577
2003/11/24,0.016227
2003/11/25,0.001720
2003/11/26,0.004327
2003/11/28,-0.000236
2003/12/01,0.011264
2003/12/02,-0.003271
2003/12/03,-0.001772
2003/12/04,0.004687
2003/12/05,-0.007684
2003/12/08,0.007348
2003/12/09,-0.008529
2003/12/10,-0.001066
2003/12/11,0.011482
2003/12/12,0.002735
2003/12/15,-0.005679
2003/12/16,0.006638
2003/12/17,0.001256
2003/12/18,0.011798
2003/12/19,-0.000468
2003/12/22,0.003922
2003/12/23,0.002818
2003/12/24,-0.001807
2003/12/26,0.001691
2003/12/29,0.012401
2003/12/30,0.000144
2003/12/31,0.002055
2004/01/02,-0.003094
2004/01/05,0.012395
2004/01/06,0.001292
2004/01/07,0.002367
2004/01/08,0.004963
2004/01/09,-0.008888
2004/01/12,0.004787
2004/01/13,-0.005332
2004/01/14,0.008295
2004/01/15,0.001353
2004/01/16,0.006872
2004/01/20,-0.000930
2004/01/21,0.007772
2004/01/22,-0.003207
2004/01/23,-0.002089
2004/01/26,0.012106
2004/01/27,-0.009798
2004/01/28,-0.013610
2004/01/29,0.004989
2004/01/30,-0.002628
2004/02/02,0.003651
2004/02/03,0.000678
2004/02/04,-0.008371
2004/02/05,0.001838
2004/02/06,0.012555
2004/02/09,-0.002581
2004/02/10,0.005027
2004/02/11,0.010667
2004/02/12,-0.004880
2004/02/13,-0.005468
2004/02/17,0.009757
2004/02/18,-0.004468
2004/02/19,-0.004133
2004/02/20,-0.002572
2004/02/23,-0.002727
2004/02/24,-0.001665
2004/02/25,0.004021
2004/02/26,0.001084
2004/02/27,0.000026
2004/03/01,0.009625
2004/03/02,-0.005934
2004/03/03,0.001688
2004/03/04,0.003336
2004/03/05,0.001723
2004/03/08,-0.008350
2004/03/09,-0.005779
2004/03/10,-0.014633
2004/03/11,-0.015224
2004/03/12,0.012460
2004/03/15,-0.014350
2004/03/16,0.005623
2004/03/17,0.011749
2004/03/18,-0.001273
2004/03/19,-0.011173
2004/03/22,-0.012958
2004/03/23,-0.001324
2004/03/24,-0.002395
2004/03/25,0.016365
2004/03/26,-0.001019
2004/03/29,0.013005
2004/03/30,0.004036
2004/03/31,-0.000701
2004/04/01,0.005292
2004/04/02,0.008515
2004/04/05,0.007672
2004/04/06,-0.002095
2004/04/07,-0.006645
2004/04/08,-0.001061
2004/04/12,0.005161
2004/04/13,-0.013762
2004/04/14,-0.001124
2004/04/15,0.000594
2004/04/16,0.005111
2004/04/19,0.001066
2004/04/20,-0.015557
2004/04/21,0.005312
2004/04/22,0.014091
2004/04/23,0.000588
2004/04/26,-0.004445
2004/04/27,0.002272
2004/04/28,-0.013795
2004/04/29,-0.007591
2004/04/30,-0.005916
2004/05/03,0.009203
2004/05/04,0.001843
2004/05/05,0.001769
2004/05/06,-0.006723
2004/05/07,-0.013725
2004/05/10,-0.010540
2004/05/11,0.007662
2004/05/12,0.001671
2004/05/13,-0.000766
2004/05/14,-0.000675
2004/05/17,-0.010587
2004/05/18,0.006817
2004/05/19,-0.002574
2004/05/20,0.000468
2004/05/21,0.004012
2004/05/24,0.001692
2004/05/25,0.016104
2004/05/26,0.001698
2004/05/27,0.005686
2004/05/28,-0.000535
2004/06/01,0.000464
2004/06/02,0.003380
2004/06/03,-0.007422
2004/06/04,0.005248
2004/06/07,0.015964
2004/06/08,0.001543
2004/06/09,-0.009499
2004/06/10,0.004543
2004/06/14,-0.009837
2004/06/15,0.005972
